_id,accommodates,neighbourhood,government_area,city,country,country_code,host_id,host_name,host_is_superhost,host_location,host_neighbourhood,host_response_time,number_of_reviews,guests_included,reviews_per_month,room_type,bed_type,minimum_nights,maximum_nights,Latitudes,Longitudes,price,bedrooms,beds,property_type,number_of_reviews,first_review,availability_30,availability_60,availability_90,availability_365,Amenities
23755792,1,0,Besiktas,Istanbul,Turkey,TR,178179441,Fırat,False,"Beyoğlu, Istanbul, Turkey",0,0,1,1,0,Private room,Real Bed,1,1125,29.00155,41.04642,548.0,0,1,Apartment,1,2018-03-15 04:00:00+00:00,30,60,90,90,"Wifi, Kitchen, Washer, Essentials, Shampoo, Hangers"
23695471,6,0,Rosemont-La Petite-Patrie,Montreal,Canada,CA,5135753,Anne-Laure,False,"Montreal, Quebec, Canada",La Petite-Patrie,within a day,1,1,0,Entire home/apt,Real Bed,14,45,-73.60259,45.5461,118.0,3,4,Apartment,1,2018-08-08 04:00:00+00:00,0,0,0,0,"Wifi, Kitchen, Heating, Family/kid friendly, Washer, Dryer"
23700685,1,0,el Raval,Barcelona,Spain,ES,177544569,Gustavo,False,ES,El Raval,0,0,1,0,Private room,Real Bed,4,270,2.17262,41.37539,2000.0,0,1,Apartment,0,1970-01-01 00:00:00+00:00,30,60,90,180,"TV, Wifi, Air conditioning, Kitchen, Smoking allowed, Heating"
23766166,2,"Lieu qui était le point de passage d'une route secondaire romaine. De nos jours, il appartient à l'une des paroisses les plus appréciées en raison de sa proximité avec la ville de Porto. Paroisse de Santa Marinha et S.Pedro de Afurada où se trouvent les célèbres caves à vin de Porto.",Santa Marinha e São Pedro da Afurada,Porto,Portugal,PT,176758017,Filipe,True,"Vila Nova de Gaia, Porto District, Portugal",0,within an hour,8,1,0,Private room,Real Bed,1,30,-8.63221,41.12073,15.0,1,1,Townhouse,8,2018-06-28 04:00:00+00:00,24,54,84,174,"Wifi, Kitchen, Gym, Free street parking, Family/kid friendly, Essentials"
23769045,4,0,Rosemont-La Petite-Patrie,Montreal,Canada,CA,178295700,Christopher,True,"Montreal, Quebec, Canada",Mile End,within an hour,16,4,0,Entire home/apt,Real Bed,31,180,-73.60694,45.53192,150.0,2,2,House,16,2018-05-13 04:00:00+00:00,0,5,35,310,"TV, Internet, Wifi, Air conditioning, Kitchen, Heating"
23730118,6,"The house is a 20min bus ride to Circular Quay and The Opera House, with two bus stops less than a 2/3min walk from the front door.  Central station is less than 10 mins walk away.  The main centre of Oxford Street is only a 10 min walk away, perfect to be near the hustle and bustle of Mardi Gras. Maloneys Grocery shop is again a 2/3min walk away and has the tastiest fruit and veg around.  Coles and Aldi are equi-distance from the house if you prefer to do a larger cheaper shop which you can get to either by a 5 min bus trip or 15 min walk.  Surry Hills is one of the main spots in the whole of Sydney for dining and drinking :-)  plus lots of cool shops and boutiques to visit during the day. The house is situated in a street  behind the small/park green so just enough to keep the noise at bay, but also so that you can walk to either The Clock or Dolphin, Cuckoo Calley, Nour etc etc in 3/4 mins flat.",Sydney,Sydney,Australia,AU,105003938,Tarah,False,"Sydney, New South Wales, Australia",Surry Hills,within an hour,2,1,0,Entire home/apt,Real Bed,1,1125,151.21391,-33.88587,451.0,3,3,Townhouse,2,2019-01-05 05:00:00+00:00,4,32,32,97,"TV, Cable TV, Wifi, Kitchen, Paid parking off premises, Free street parking"
23759457,4,"The apartment is situated in a residential building of modernist style built around 1904 by the architect Maurici Augé Robert who was also author to other elegant buildings and houses of similar style built in the Eixample district of Barcelona and one of the candidates for the construction of the Columbus monument for the preparation of the Expo 1888. The building is characterized by a rich stone ornamentation such as the Salomonic columns and the busts carved into the lintels, specially the one dominating the front door.",la Dreta de l'Eixample,Barcelona,Spain,ES,178208020,Marcel,True,ES,Dreta de l'Eixample,within a day,1,1,0,Entire home/apt,Real Bed,29,1125,2.16187,41.39228,85.0,1,3,Apartment,1,2018-11-30 05:00:00+00:00,0,0,4,242,"TV, Wifi, Air conditioning, Kitchen, Elevator, Heating"
23749673,6,0,Ville-Marie,Montreal,Canada,CA,178104917,Julia Et Philly,False,CA,Chinatown,within an hour,51,2,0,Entire home/apt,Real Bed,1,31,-73.56225,45.50526,199.0,1,4,Apartment,51,2018-03-18 04:00:00+00:00,16,36,56,135,"TV, Wifi, Air conditioning, Kitchen, Gym, Elevator"
23715192,4,"It is a very central but quiet neighborhood. Typical Bolhão market is very close, as is the city hall and Rua Santa Catarina, the main shopping street, which also houses the charming Majestic Café (you shouldn't miss the Belle Epoque atmosphere).","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,8272913,Ricardo,False,"Porto, Porto District, Portugal",0,within an hour,4,1,0,Entire home/apt,Real Bed,1,1125,-8.60705,41.15192,65.0,0,2,Apartment,4,2018-03-25 04:00:00+00:00,17,41,71,308,"TV, Cable TV, Wifi, Kitchen, Paid parking off premises, Heating"
23770863,6,"teps away from the white sands shores of Kailua. This small town is busting with popular restaurants and boutiques. The two Mokulua islands are prominently visible from the shore, and on a calm day, easily accessed by kayak or paddle board. For active nightlife options, check out Waikiki. Or just spend time in the pleasant company of your loved ones right at home.",Koolaupoko,Oahu,United States,US,73076558,Jackie,False,0,Kailua,within an hour,0,1,0,Entire home/apt,Real Bed,7,1125,-157.7242,21.39336,750.0,3,3,House,0,1970-01-01 00:00:00+00:00,18,35,55,272,"TV, Cable TV, Wifi, Air conditioning, Pool, Kitchen"
23717824,3,0,Botany Bay,Sydney,Australia,AU,25806778,Vivian,False,AU,Mascot,0,0,1,0,Private room,Real Bed,1,7,151.19021,-33.92305,70.0,1,1,Apartment,0,1970-01-01 00:00:00+00:00,0,0,0,0,"TV, Wifi, Air conditioning, Kitchen, Free parking on premises, Smoking allowed"
23720900,2,"In the heart of Soho, less than 5 minutes walk to MTR and trams, 100m from the famous mid level escalators.  Lots of great bars and restaurants all around!",Central & Western,Hong Kong,Hong Kong,HK,17225490,Mats,False,"Hong Kong, Hong Kong",Soho,within a day,9,1,0,Entire home/apt,Real Bed,5,14,114.1515,22.28203,699.0,1,1,Apartment,9,2018-04-01 04:00:00+00:00,7,7,7,7,"TV, Wifi, Air conditioning, Kitchen, Family/kid friendly, Washer"
2373963,6,0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,12097546,Joana & Rui,False,"Porto, Porto District, Portugal",0,within an hour,304,2,0,Entire home/apt,Real Bed,2,15,-8.61448,41.14982,48.0,2,3,Townhouse,304,2014-04-15 04:00:00+00:00,8,21,27,247,"TV, Cable TV, Wifi, Air conditioning, Kitchen, Smoking allowed"
23769793,2,"Metro fica proximo (estacao Estacio) que da acesso a a toda zona sul, incluindo as praias de copacabana, ipanema e  leblon alem da Barra da Tijuca. Perto tambem da Lagoa Rodrigo de Freitas,  basta atravessar o tunel e em 10 minutos estara la.",Rio Comprido,Rio De Janeiro,Brazil,BR,32933241,Joel,False,"Rio de Janeiro, State of Rio de Janeiro, Brazil",0,within a day,1,1,0,Private room,Real Bed,2,30,-43.208941782382105,-22.919290089687333,101.0,1,1,Apartment,1,2018-06-08 04:00:00+00:00,29,48,59,334,"TV, Cable TV, Wifi, Air conditioning, Kitchen, Free parking on premises"
23797007,2,El barrio de poblenou es tranquilo pero lleno de vida podrás ir caminando a las mejores playa de la ciudad o al centro comercial. La Rambla esta repleta de bares y tiendas así que no se aburrirán   de seguro. Estarás a tan solo 4 paradas de metro de  los lugares mas importantes de la ciudad.,el Poblenou,Barcelona,Spain,ES,57038419,Jor,False,"Barcelona, Catalonia, Spain",El Poblenou,a few days or more,15,1,0,Private room,Real Bed,2,1125,2.19975,41.40125,44.0,1,1,Apartment,15,2018-04-02 04:00:00+00:00,3,10,16,85,"Wifi, Kitchen, Smoking allowed, Pets allowed, Washer, First aid kit"
23872995,2,0,Islands,Hong Kong,Hong Kong,HK,144228546,The Cove Hostel,False,HK,0,within a few hours,2,1,0,Private room,Real Bed,1,1125,113.93341,22.22874,400.0,1,1,House,2,2018-05-01 04:00:00+00:00,0,0,0,0,"TV, Wifi, Air conditioning, Kitchen, Family/kid friendly, Suitable for events"
23832922,1,"At Barra da Tijuca you’ll find many options to enjoy nature (beaches, trails, waterfalls) as well as a busy night life! Perfect for those who want to relax or to party! Na Barra você encontrará muitas opções para curtir a natureza (praias, trilhas, cachoeiras) assim como uma vida noturna agitada! Perfeito para quem quer e relaxar ou se divertir!",Barra da Tijuca,Rio De Janeiro,Brazil,BR,37209406,Paula,False,"Rio de Janeiro, State of Rio de Janeiro, Brazil",0,within a day,2,1,0,Private room,Real Bed,1,1125,-43.32005393936848,-23.0087700339068,201.0,1,1,Condominium,2,2018-09-15 04:00:00+00:00,29,59,89,89,"TV, Cable TV, Wifi, Pool, Kitchen, Free parking on premises"
23921295,16,Everything and anything you may need is only steps away! You are literally in the heart of old Montreal!,Ville-Marie,Montreal,Canada,CA,96330583,Jonathan,True,Canada,Old Port,within an hour,9,12,0,Entire home/apt,Real Bed,2,1125,-73.55329,45.50303,1200.0,7,7,Loft,9,2018-04-09 04:00:00+00:00,11,28,43,207,"TV, Wifi, Air conditioning, Kitchen, Paid parking off premises, Smoking allowed"
2393133,6,0,Central & Western,Hong Kong,Hong Kong,HK,304876,Brend,False,Hong Kong,Central,within an hour,63,2,0,Entire home/apt,Real Bed,2,1125,114.13993,22.28482,856.0,2,3,Apartment,63,2014-03-14 04:00:00+00:00,14,30,60,314,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen"
23817774,2,0,Le Plateau-Mont-Royal,Montreal,Canada,CA,91819845,Laurence,False,"Montreal, Québec, Canada",Mile End,0,1,2,0,Private room,Real Bed,3,1125,-73.59643,45.52697,40.0,1,1,Apartment,1,2018-05-14 04:00:00+00:00,0,0,0,0,"Wifi, Kitchen, Paid parking off premises, Heating, Smoke detector, Fire extinguisher"
23888208,4,"The apartment is ideally located -walking distance to the beach and slightly longer to the harbour. Transport options abound, no need to drive.  Across the road from the apartment is a huge park, public tennis court and Bondi lawn bowling club (cheap drinks and pub lunches/dinners) and only a block from Seven Ways cafes, 2 blocks to Bondi Farmers Market on a Saturday and a 5 min walk to iconic Bondi beach.  There’s two options for buses within 1 min walk in either direction - to Bondi Junction (Westfield and the transport hub of train and bus stations), or to access the other beaches of Tamarama, Bronte and Coogee. 1km walk to Rose Bay ferry and all the magic of Sydney Harbour if you get bored of the beach! And a short 7 min drive to South Head / Watson’s Bay for a beautiful lunch on the water looking back over Sydney.",Waverley,Sydney,Australia,AU,51614813,Clarissa,False,"Sydney, New South Wales, Australia",0,0,0,1,0,Entire home/apt,Real Bed,3,1125,151.27057,-33.88326,200.0,2,3,Apartment,0,1970-01-01 00:00:00+00:00,0,0,0,0,"TV, Cable TV, Wifi, Wheelchair accessible, Kitchen, Breakfast"
23876137,2,0,South Hilo,The Big Island,United States,US,5282245,Skye,False,"Hilo, Hawaii, United States",Hilo,a few days or more,0,2,0,Entire home/apt,Real Bed,30,36,-155.01192,19.73638,65.0,1,1,Condominium,0,1970-01-01 00:00:00+00:00,0,4,34,34,"TV, Cable TV, Wifi, Pool, Free parking on premises, Elevator"
23792007,2,"Just a stone’s throw away, you’ll find THE KORNER POCKET restaurant/bar for food, drinks and pool;  SUN DRIED SPECIALTIES for fresh poke and daily fish offerings along with take-out;  CAFFE FLORIAN with great bakery specialties in the morning and sandwiches / salads throughout the day.   Then north toward Kainaliu (2 miles) you’ll find KE'EI CAFE for more upscale selections; ANNIE'S BURGERS for the best grass fed beef burgers around; TK NOODLE HOUSE;  GYPSEA GELATO their flagship establishment; ROCCO'S PIZZA and more.",South Kona,The Big Island,United States,US,17851130,John And Chris,True,"Kealakekua, Hawaii, United States",Kailua/Kona,within an hour,19,2,0,Entire home/apt,Real Bed,3,60,-155.92696,19.51331,125.0,1,1,Apartment,19,2018-04-21 04:00:00+00:00,13,43,73,163,"TV, Cable TV, Wifi, Kitchen, Free street parking, Hot tub"
23839051,4,0,Ewa,Oahu,United States,US,14024190,Marlene,False,"Honomu, Hawaii, United States",Ewa,within a few hours,5,4,0,Entire home/apt,Real Bed,2,1125,-157.99501,21.31398,170.0,2,2,House,5,2018-04-17 04:00:00+00:00,16,35,50,307,"TV, Wifi, Air conditioning, Kitchen, Free parking on premises, Family/kid friendly"
23897006,3,0,Côte-des-Neiges-Notre-Dame-de-Grâce,Montreal,Canada,CA,52710072,Jalil,False,"Montreal, Québec, Canada",0,0,4,1,0,Entire home/apt,Real Bed,300,1125,-73.63115,45.50941,50.0,2,2,Condominium,4,2018-04-13 04:00:00+00:00,29,59,89,179,"Wifi, Air conditioning, Kitchen, Free street parking, Heating, Washer"
23892039,2,"저희 숙소는 침사취이 킴벌리로드에 위치 하고 있으면 주위에 유명한 네츠포스데라스가 있으면 구룡공원과 공원안 대형 수영장등을 이용하실수 있습니다 그리고 바로 숙소 앞에 sasa가 있어 쇼핑하기에도 좋은곳입니다 Our accommodation is located on Kimberley Road, Tsim Sha Tsui. Around the accommodation, there are the famous Knutsford Terrace and Kowloon Park and you can use the large swimming pool in the park. Also, there is SASA right in front of the accommodation, so it is a good place to go shopping. 我们宿舍位于尖沙咀金巴利道｡周边有著名的诺士佛台和九龙公园｡您可以使用 公园内的大型游泳池｡ 而且在宿舍前面有SASA,所以和购物也很方便｡",Yau Tsim Mong,Hong Kong,Hong Kong,HK,28252790,Bella,False,South Korea,Tsim Sha Tsui,within an hour,40,1,0,Private room,Real Bed,1,30,114.17388,22.30196,259.0,1,1,Apartment,40,2018-04-01 04:00:00+00:00,18,31,31,31,"TV, Wifi, Air conditioning, Elevator, Smoke detector, Essentials"
23895712,6,0,Le Plateau-Mont-Royal,Montreal,Canada,CA,7485945,Constantin,False,"Montreal, Québec, Canada",Ville-Marie,within a day,1,1,0,Entire home/apt,Real Bed,5,1125,-73.58345,45.53049,150.0,3,3,Condominium,1,2018-07-28 04:00:00+00:00,0,0,0,253,"Wifi, Kitchen, Pets allowed, Family/kid friendly, Washer, Dryer"
23923242,2,0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,22239778,Oporto,False,Porto,0,0,0,1,0,Private room,Real Bed,1,30,-8.60819,41.15338,60.0,1,1,Hostel,0,1970-01-01 00:00:00+00:00,0,0,0,56,"Wifi, Kitchen, Heating, Smoke detector, Essentials, Shampoo"
23828577,2,"The neighborhood is safe and still has the local 'Hawaiian Aloha' feeling of welcome. Most restaurants and shops close, or are winding down at 9pm - 9.30pm so an earlier dinner/shopping is recommended to avoid disappointment.",North Kona,The Big Island,United States,US,178886003,Edna,True,"Iowa, United States",Kailua/Kona,within a few hours,19,1,0,Entire home/apt,Real Bed,3,30,-155.99107,19.63583,99.0,0,1,Condominium,19,2018-04-09 04:00:00+00:00,0,6,15,103,"TV, Cable TV, Wifi, Air conditioning, Pool, Kitchen"
23822150,4,"You will be living in the oldest part of the city! Cobblestone streets, art galleries and tons of restaurants and bars. Located near the St-Lawrence river.",Ville-Marie,Montreal,Canada,CA,19059657,Yanick,True,"Montreal, Québec, Canada",Old Port,within an hour,44,1,0,Entire home/apt,Real Bed,2,64,-73.55192,45.50945,66.0,1,2,Loft,44,2018-05-28 04:00:00+00:00,18,38,58,58,"TV, Wifi, Air conditioning, Kitchen, Paid parking off premises, Breakfast"
23896389,2,"Next to park guell. It is a local neighborhood, full of restaurants and all that you need to enjoy barcelona.",la Vila de Gràcia,Barcelona,Spain,ES,7168856,David,False,"Barcelona, Catalonia, Spain",L'Antiga Esquerra de l'Eixample,within a few hours,1,2,1,Entire home/apt,Real Bed,32,1125,2.15076,41.4069,75.0,1,1,Apartment,1,2019-02-27 05:00:00+00:00,0,26,28,303,"TV, Wifi, Air conditioning, Wheelchair accessible, Kitchen, Doorman"
23840566,2,"O endereço fica a 25 minutos a pé do Centro da cidade!  Aqui é Cedofeita, próximo ao Boa Vista e Lapa, locais bem estruturados e próximos à Baixa (centro). Contamos com três supermercados (Continente, Minipreço e Pingo Doce) a cinco minutos.  Há paragem de autocarro na Rua da Constituição e na Rua Serpa Pinto, a cinco e dez minutos. Há estação de metro (Carolina Michaelis) a dez minutos.  Também têm inúmeros serviços de cafés, restaurantes, lavanderia na Rua da Constituição, ou seja, em dez minutos encontra-se tudo. Boa localização em uma rua tranquila e com fácil acesso a tudo o que se precisa! Ressalto: não é no centro. Mas é muito fácil e próximo.","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,66226168,Priscila,False,"Porto, Porto District, Portugal",0,within an hour,72,1,0,Private room,Real Bed,1,3,-8.62006,41.16364,20.0,1,1,Apartment,72,2018-03-30 04:00:00+00:00,4,18,39,39,"TV, Wifi, Kitchen, Free street parking, First aid kit, Essentials"
23788201,2,0,Kadikoy,Istanbul,Turkey,TR,39407600,Nalan,True,"Istanbul, Turkey",0,within an hour,20,1,0,Entire home/apt,Real Bed,3,1125,29.02372,40.98429,221.0,2,2,Apartment,20,2018-03-25 04:00:00+00:00,12,42,72,252,"TV, Cable TV, Wifi, Kitchen, Paid parking off premises, Elevator"
2380403,1,0,Crown Heights,New York,United States,US,1226950,Marysia,False,"New York, New York, United States",Crown Heights,0,0,1,0,Private room,Real Bed,2,90,-73.9513,40.6769,75.0,1,1,Apartment,0,1970-01-01 00:00:00+00:00,15,15,15,15,"Internet, Wifi, Air conditioning, Kitchen, Pets live on this property, Dog(s)"
23831089,5,0,Fatih,Istanbul,Turkey,TR,140179501,Doğan,False,"Istanbul, İstanbul, Turkey",Sultanahmet,within a day,0,1,0,Private room,Real Bed,1,1125,28.98059,41.0057,833.0,2,4,Boutique hotel,0,1970-01-01 00:00:00+00:00,30,60,90,365,"TV, Wifi, Air conditioning, Breakfast, Heating, Family/kid friendly"
23887963,6,"WE ARE LOCATED IN A CENTRIC AREA CALLED EIXAMPLE  WE ARE JUST 100 METERS FROM SAGRADA FAMILIA AND FACING A LITTLE NICE PARK  It is a very safe residential area. Many services, amenities and lot of  good local restaurants nearby we may recommend SAGRADA FAMILIA FRESH FOOD MARKET  is located across the street - 5O METERS EXCELLENT CONNECTIONS TO ALL OTHER TOURISTIC SITES AND BEST BEACHES GAUDI HOUSES CASA MILA-LA PEDRERA AND CASA BATLLO - 15 min walking JUST 100 METERS FROM THE FLAT... METRO LINE 2 just 3 stops- 5 min. to RAMBLAS -CATALONIA SQUARE. METRO LINE 5   8 stops straight to Camp nou / Gaudi park BUS LINE 21 take you straight to the Port Olimpic and Best beaches in just 10 min. CITY TOUR BUS STOP (doble decker) We provide discount vouchers TAXI STATION  AT THE CORNER BIKE RENTAL",la Sagrada Família,Barcelona,Spain,ES,147646238,Arturo,True,"Barcelona, Catalonia, Spain",La Sagrada Família,within an hour,29,2,0,Entire home/apt,Real Bed,2,30,2.17574,41.40557,115.0,2,4,Serviced apartment,29,2018-05-09 04:00:00+00:00,1,3,7,142,"TV, Wifi, Air conditioning, Kitchen, Heating, Family/kid friendly"
23898015,4,"Oldcity Design Apartments is centrally located and within walking distance to several monuments, coffee shops, restaurants and a local market. It is located in the Sé neighborhood, one of the oldest, most typical and authentic areas of the city. Here, you can truly experience what it is like to live in the historic center of Oporto for a couple of days!","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,99588835,OportoDesign,False,"Porto, Porto District, Portugal",0,within a few hours,0,1,0,Entire home/apt,Real Bed,2,28,-8.61027,41.14334,90.0,1,2,Apartment,0,1970-01-01 00:00:00+00:00,14,29,38,228,"TV, Wifi, Air conditioning, Kitchen, Free street parking, Heating"
23900565,4,0,Kau,The Big Island,United States,US,98239161,Alex & Kate,True,"Naalehu, Hawaii, United States",Island of Hawaiʻi,within an hour,22,2,0,Entire home/apt,Real Bed,1,1125,-155.63085,19.04513,53.0,0,2,Guesthouse,22,2018-03-26 04:00:00+00:00,22,49,71,161,"Kitchen, Free parking on premises, Family/kid friendly, Washer, Dryer, Smoke detector"
23862155,2,0,Waverley,Sydney,Australia,AU,112766763,Boudine,False,"New South Wales, Australia",Bondi,0,2,1,0,Entire home/apt,Real Bed,2,1124,151.26902,-33.8944,200.0,1,1,Apartment,2,2019-01-05 05:00:00+00:00,0,5,35,36,"TV, Wifi, Kitchen, Washer, Dryer, Smoke detector"
23926355,2,"Hamakua Chocolate Farm is located in Papaikou- a small village just 8 minutes north of Old Town Hilo- on the Big Island of Hawaii.  We are a great jumping off point to explore Hilo Town, the Hilo Farmers Market, numerous waterfalls, botanic gardens, tea farms/tastings, zip lines, local beaches, surf spots, quaint sugar plantation villages and the Volcano National Park and its lava spectacles all along the enchanting Hamakua Coastline.",South Hilo,The Big Island,United States,US,179818295,Berndt And Dan,False,"Papaikou, Hawaii, United States",Hilo,within an hour,12,1,0,Private room,Real Bed,2,9,-155.10169,19.79571,169.0,1,1,Farm stay,12,2018-03-29 04:00:00+00:00,13,28,55,145,"Wifi, Kitchen, Free parking on premises, Free street parking, Washer, Dryer"
23803557,1,0,Navas,Barcelona,Spain,ES,101786647,Francisco,False,"Barcelona, Catalonia, Spain",Navas,within an hour,50,1,0,Private room,Real Bed,1,1125,2.1805,41.41756,18.0,1,1,Apartment,50,2018-04-02 04:00:00+00:00,15,35,63,338,"Wifi, Kitchen, Smoking allowed, Elevator, Washer, Essentials"
23809500,7,0,la Nova Esquerra de l'Eixample,Barcelona,Spain,ES,2736874,Mara,False,"Valencia, Valencian Community, Spain",La Nova Esquerra de l'Eixample,within an hour,13,3,0,Entire home/apt,Real Bed,2,1125,2.15482,41.38046,80.0,3,5,Apartment,13,2018-06-03 04:00:00+00:00,0,3,20,275,"TV, Internet, Wifi, Air conditioning, Kitchen, Paid parking off premises"
23989053,2,"The area is full of bars and restaurants, is the trendy  ""hipster"" neighborhood of the city, locals, students and all kinds of people we mix in a single community. Barcelona Cosmopolitan",el Poblenou,Barcelona,Spain,ES,1630675,Carlos,False,"Mexico City, Distrito Federal, Mexico",El Poblenou,within an hour,24,1,0,Private room,Real Bed,3,20,2.19918,41.39715,50.0,1,1,Loft,24,2018-05-06 04:00:00+00:00,0,6,29,140,"TV, Wifi, Kitchen, Smoking allowed, Gym, Family/kid friendly"
24052553,3,"Is  right in the city centre neighborhood, you have a park to walk/relax/read just when you come out of the building. Many bars, restaurants, 24 h supermarket, metro, bus.",Sant Antoni,Barcelona,Spain,ES,131675890,Charly,False,"Barcelona, Catalonia, Spain",Sant Antoni,within an hour,40,1,0,Private room,Real Bed,1,1125,2.16078,41.38334,40.0,1,2,Apartment,40,2018-04-01 04:00:00+00:00,7,19,39,81,"Wifi, Kitchen, Paid parking off premises, Smoking allowed, Breakfast, Elevator"
23980486,2,"The units are located on a private road so it is very quiet and peaceful here. There is a local store 1 1/2 miles from here, but I would recommend you only shop there for emergencies as it is quite pricey. Safeway, KTA and Foodland, as well as Costco are all within 10 miles from the Ohana's and much more reasonable in pricing.  Since we are located off of a private road, there's not much traffic so walks are nice around the neighborhood. We are on a decline so if you want a good cardio workout, you can certainly get that just by walking around the entire community.",North Kona,The Big Island,United States,US,12740332,Joyce,True,"Kailua-Kona, Hawaii, United States",Kailua/Kona,within an hour,12,1,0,Entire home/apt,Real Bed,1,90,-155.9835,19.73763,85.0,1,1,Guesthouse,12,2018-04-13 04:00:00+00:00,10,37,64,274,"TV, Cable TV, Wifi, Kitchen, Free parking on premises, Washer"
23999395,2,"Mong kok is one of the most popular and bustling districts in Hong Kong as there are plenty of great restaurants, shopping areas such as Ladies' Market(Tung Choi Street),Electrical Street(Sai Yeung Choi Street), Sportswear Street(Fa Yuen Street) and many giant shopping mallls like Langham Place. And there are so many traditional buildings, traditional restaurants around. It is one of the best area to stay if you want to explore Hongkong.",Yau Tsim Mong,Hong Kong,Hong Kong,HK,39890192,Laura,False,"New York, New York, United States",Little Italy,within an hour,11,1,0,Private room,Real Bed,1,365,114.16911,22.32093,424.0,1,1,Condominium,11,2018-04-08 04:00:00+00:00,21,45,75,75,"Wifi, Kitchen, Elevator, Family/kid friendly, Essentials, Shampoo"
24066499,12,"My apartment is located in the center of TST, nearby the famous Cruise Terminal and shopping arcade. Surrounded by lots of restaurants and bars. Walking Distance - Short distance by walk, there is a 24/7 McDonalds and a 24/7 supermarket. - In the same street, there many famous Asian and Western restaurants. - Within 1 minute to exit B2 (K11 Mall) of TST Metro Station. - 5 minutes to the very famous bar street ""Knutsford Terrace"". - 7 minutes to Harbour City / Cruise Terminal. - 8 minutes to 1881 Heritage and Culture Center. - 8 minutes to the Space- & Science Museum. - 8 minutes to Avenue of Stars and Star Ferry.",Yau Tsim Mong,Hong Kong,Hong Kong,HK,180894892,Abagail,False,"Hong Kong, Hong Kong",Tsim Sha Tsui,within an hour,11,4,0,Entire home/apt,Real Bed,2,1124,114.17384,22.29765,1978.0,2,7,Apartment,11,2018-04-15 04:00:00+00:00,19,44,74,74,"TV, Cable TV, Wifi, Air conditioning, Kitchen, Elevator"
24074680,6,Um lugar central mas ao mesmo tempo suficientemente sossegado já que o apartamento é retirado da rua alguns metros.,Mafamude e Vilar do Paraíso,Porto,Portugal,PT,155415275,Paulo,False,"Vila Nova de Gaia, Porto District, Portugal",0,0,3,1,0,Entire home/apt,Real Bed,2,1125,-8.60358,41.11205,40.0,3,6,Apartment,3,2018-05-12 04:00:00+00:00,0,0,0,0,"TV, Cable TV, Wifi, Air conditioning, Kitchen, Pets allowed"
23938644,6,0,Le Plateau-Mont-Royal,Montreal,Canada,CA,126934245,Kyle,False,"Montreal, Quebec, Canada",Downtown Montreal,within an hour,0,1,0,Entire home/apt,Real Bed,4,1125,-73.56918,45.53972,284.0,3,3,House,0,1970-01-01 00:00:00+00:00,30,60,90,365,"TV, Wifi, Kitchen, Free parking on premises, Pets allowed, Heating"
23953865,3,0,la Dreta de l'Eixample,Barcelona,Spain,ES,177980703,Sam,False,ES,Dreta de l'Eixample,within an hour,34,1,0,Private room,Real Bed,1,1125,2.16673,41.38789,79.0,1,3,Apartment,34,2018-04-09 04:00:00+00:00,12,40,69,344,"Wifi, Essentials"
24001961,12,0,Sariyer,Istanbul,Turkey,TR,180620893,Serkan,False,TR,0,0,0,1,0,Entire home/apt,Real Bed,10,30,29.0437,41.16696,501.0,1,3,Casa particular (Cuba),0,1970-01-01 00:00:00+00:00,30,60,90,365,"TV, Wifi, Kitchen, Free parking on premises, Pets allowed, Heating"
24026688,2,El APARTAMENTO está en pleno  BARRIO GÓTICO al lado de la CATEDRAL y de las RAMBLAS  Es el CENTRO HISTÓRICO de Barcelona La zona más bonita,el Barri Gòtic,Barcelona,Spain,ES,177468457,Jorge,False,"Barcelona, Catalonia, Spain",0,within a few hours,49,2,0,Private room,Real Bed,2,30,2.17696,41.37818,68.0,1,2,Apartment,49,2018-04-01 04:00:00+00:00,4,18,42,47,"Wifi, Air conditioning, Kitchen, Breakfast, Elevator, Heating"
24064211,5,"Everything is within the proximity of a 5-10 minute walk at most. The closest bus stop is literally 50 meters away, and the closest subway stations are a 2 minute walk. You are located next to some of Montreal's best restaurants, night clubs, hotels and animated streets. You are only two blocks away from Crescent Street where there are plenty of clubs, pubs, restaurants and cafes.",Ville-Marie,Montreal,Canada,CA,22301546,Lux For Less,False,"Montreal, Québec, Canada",Ville-Marie,within an hour,19,4,0,Entire home/apt,Real Bed,2,1125,-73.57948,45.49994,99.0,1,2,Serviced apartment,19,2018-04-09 04:00:00+00:00,0,0,0,0,"TV, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises"
